,location,total_sqft,bath,price,bhk
595,Sarjapur  Road,1249.0,3.0,44.71,3
596,Kalena Agrahara,1450.0,2.0,85.0,3
597,Konanakunte,2791.0,3.0,223.0,3
598,other,600.0,1.0,90.0,1
599,other,834.0,1.0,60.0,1
600,other,1125.0,4.0,70.0,3
601,Arekere,2060.0,3.0,140.0,3
602,Malleshwaram,12000.0,7.0,2200.0,7
603,Gottigere,891.0,2.0,25.0,2
604,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
605,Bisuvanahalli,1075.0,2.0,37.0,3
606,other,3000.0,5.0,260.0,4
607,Brookefield,2440.0,5.0,425.0,4
608,Vidyaranyapura,1200.0,2.0,55.0,2
609,Thanisandra,1075.0,2.0,45.8,2
610,Kaggadasapura,1140.0,2.0,40.0,2
611,Margondanahalli,940.0,4.0,150.0,5
612,other,2160.0,5.0,250.0,6
613,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
614,R.T. Nagar,1500.0,4.0,70.0,4
615,Whitefield,4104.0,4.0,360.0,4
616,Whitefield,1790.0,3.0,100.0,3
617,Hebbal,1920.0,3.0,134.0,3
618,HRBR Layout,1374.0,2.0,95.0,2
619,Bannerghatta Road,1445.0,3.0,95.0,3
620,Kanakapura,711.0,1.0,36.0,1
621,Tumkur Road,1500.0,3.0,95.0,3
622,Whitefield,1720.0,3.0,100.0,3
623,Vasanthapura,1400.0,3.0,60.0,3
624,Kundalahalli,1030.0,2.0,49.0,2
625,Mysore Road,1200.0,2.0,85.0,2
626,other,1375.0,3.0,70.0,3
627,Hegde Nagar,1050.0,1.0,56.0,2
628,Jalahalli,2250.0,3.0,160.0,3
629,Bellandur,1000.0,2.0,50.0,2
630,other,469.0,1.0,25.0,1
631,Marathahalli,3800.0,4.0,250.0,4
632,Kambipura,883.0,2.0,29.0,2
633,GM Palaya,1820.0,2.0,86.0,3
634,Singasandra,1440.0,2.0,65.0,3
635,other,3600.0,4.0,160.0,6
636,Malleshwaram,2500.0,5.0,325.0,4
637,Mahadevpura,1225.0,2.0,48.0,2
638,other,4000.0,3.0,660.0,3
639,Chikkalasandra,875.0,2.0,52.8,2
640,Jalahalli East,750.0,1.0,40.0,1
641,6th Phase JP Nagar,1180.0,2.0,80.0,2
642,Haralur Road,1194.0,2.0,47.0,2
643,Hennur Road,1500.0,2.0,62.0,3
644,other,1160.0,2.0,52.2,2
645,Hosakerehalli,2378.0,3.0,262.0,3
646,Sarjapur,1128.0,2.0,60.0,2
647,Hebbal,1500.0,3.0,150.0,3
648,other,1220.0,2.0,35.23,3
649,Sarjapur  Road,1210.0,2.0,58.0,2
650,Kanakpura Road,1100.0,2.0,58.0,3
651,Bommasandra,1200.0,3.0,46.0,3
652,Haralur Road,3385.0,5.0,260.0,4
653,other,1641.0,3.0,66.0,3
654,Horamavu Agara,1200.0,2.0,45.0,2
655,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
656,Mahadevpura,1720.0,3.0,78.0,3
657,Yelahanka,1132.5,2.0,48.13,2
658,Yelahanka,1210.0,2.0,45.98,2
659,Indira Nagar,2200.0,4.0,200.0,4
660,Bisuvanahalli,1075.0,2.0,45.0,3
661,Thanisandra,1702.0,3.0,130.0,3
662,other,1630.0,2.0,200.0,2
663,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
664,other,2072.0,3.0,108.0,3
665,JP Nagar,5520.0,2.0,375.0,5
666,other,1200.0,2.0,70.0,3
667,other,1350.0,3.0,77.0,3
668,other,4046.0,4.0,445.0,4
669,other,1180.0,2.0,78.34,3
670,Yelahanka,35000.0,3.0,130.0,3
671,other,1355.0,2.0,115.0,2
672,other,600.0,1.0,50.0,1
673,Hormavu,1200.0,7.0,150.0,7
674,Bannerghatta Road,1640.0,2.0,120.0,3
675,other,1200.0,5.0,100.0,5
676,Kodichikkanahalli,1190.0,2.0,57.0,3
677,OMBR Layout,2400.0,4.0,375.0,4
678,Marathahalli,1019.0,2.0,49.85,2
679,other,1875.0,3.0,165.0,3
680,Akshaya Nagar,1250.0,3.0,40.0,3
681,Brookefield,1200.0,3.0,140.0,3
682,Whitefield,1140.0,2.0,56.0,2
683,Lingadheeranahalli,1683.0,3.0,109.0,3
684,Kaggadasapura,1515.0,3.0,83.3,3
685,Hoodi,2118.0,4.0,111.0,4
686,Bannerghatta Road,1380.0,3.0,58.0,4
687,Varthur Road,1083.0,2.0,61.75,2
688,other,600.0,2.0,55.0,2
689,other,2300.0,3.0,120.0,3
690,other,1240.0,2.0,60.0,2
691,other,1750.0,3.0,120.0,3
692,other,1230.0,2.0,43.48,2
693,Anjanapura,1500.0,3.0,139.0,3
694,Abbigere,985.0,2.0,40.39,2
695,Tindlu,1500.0,2.0,87.0,3
696,Electronic City,1125.0,2.0,32.49,2
697,other,950.0,2.0,44.0,2
698,JP Nagar,5600.0,2.0,548.5,5
699,Kothanur,1580.0,3.0,76.0,3
700,other,1092.0,2.0,98.5,3
701,Electronic City Phase II,1090.0,2.0,28.34,2
702,Hennur Road,2264.0,3.0,159.0,3
703,Dommasandra,1033.0,2.0,25.53,3
704,Kammasandra,810.0,2.0,24.5,2
705,other,1045.0,2.0,45.0,2
706,Hebbal,1337.0,2.0,82.0,2
707,Chandapura,1200.0,2.0,32.0,2
708,Koramangala,1580.0,3.0,160.0,3
709,Begur Road,1500.0,2.0,54.0,3
710,Whitefield,1640.0,4.0,91.0,3
711,other,1570.0,3.0,62.0,3
712,Gubbalala,1470.0,2.0,82.0,3
713,Kengeri,1160.0,2.0,40.61,2
714,7th Phase JP Nagar,1050.0,2.0,71.0,2
715,Dairy Circle,1855.0,3.0,225.0,3
716,Bannerghatta Road,1460.0,2.0,90.0,3
717,Hulimavu,1823.0,3.0,100.0,3
718,Electronic City,1094.0,2.0,42.0,2
719,Budigere,1153.0,2.0,57.0,2
720,other,1325.0,3.0,57.0,3
721,Parappana Agrahara,1200.0,3.0,85.0,4
722,Jakkur,1590.0,2.0,125.0,3
723,other,1210.0,4.0,160.0,5
724,Raja Rajeshwari Nagar,1200.0,4.0,220.0,4
725,other,1202.0,2.0,48.0,2
726,Haralur Road,1202.0,2.0,53.0,2
727,other,1200.0,2.0,62.5,2
728,Panathur,1688.0,3.0,118.0,3
729,Kaval Byrasandra,1020.0,2.0,52.0,2
730,Sarjapur,1185.0,2.0,47.0,2
731,Ramagondanahalli,1235.0,2.0,52.04,2
732,Hosakerehalli,3205.0,5.0,500.0,4
733,Banashankari,1077.0,2.0,37.64,2
734,Kengeri Satellite Town,1415.0,2.0,66.0,3
735,EPIP Zone,2330.0,3.0,162.0,3
736,Whitefield,805.0,2.0,35.0,2
737,other,425.0,1.0,20.03,1
738,Whitefield,1155.0,2.0,59.95,2
739,Cunningham Road,5270.0,4.0,1250.0,4
740,Anekal,656.0,2.0,22.0,2
741,other,1100.0,2.0,48.0,2
742,Mahadevpura,1150.0,2.0,52.0,2
743,other,600.0,1.0,60.0,1
744,other,1468.0,2.0,140.0,2
745,other,4300.0,5.0,550.0,4
746,Whitefield,2280.0,4.0,126.0,3
747,Hegde Nagar,1341.0,2.0,97.0,2
748,Jakkur,1279.0,2.0,77.0,2
749,Electronic City Phase II,2225.0,4.0,98.88,4
750,Thanisandra,1185.0,2.0,43.51,2
751,other,1750.0,3.0,85.0,3
752,Kudlu,1152.0,2.0,53.5,2
753,other,1000.0,4.0,160.0,5
754,Hulimavu,1300.0,2.0,36.0,2
755,Varthur Road,2760.0,4.0,155.0,4
756,5th Phase JP Nagar,1070.0,2.0,39.0,2
757,Uttarahalli,1101.0,2.0,45.0,2
758,other,775.0,2.0,55.0,2
759,Yeshwanthpur,667.0,1.0,36.85,1
760,Electronic City,1070.0,2.0,55.0,2
761,Old Airport Road,1875.0,2.0,110.0,3
762,Kundalahalli,735.0,2.0,57.99,2
763,Sarjapur,4360.0,4.0,90.0,5
764,Koramangala,1750.0,3.0,130.0,3
765,Marathahalli,1215.0,2.0,67.0,2
766,other,600.0,9.0,190.0,9
767,Vishwapriya Layout,820.0,2.0,30.0,2
768,Banashankari Stage VI,1177.5,2.0,59.935,2
769,Battarahalli,1779.0,3.0,89.61,3
770,other,1105.0,2.0,58.0,2
771,Whitefield,1650.0,3.0,60.0,3
772,Jalahalli,1694.0,2.0,150.0,2
773,Hosakerehalli,2376.0,3.0,203.0,3
774,Cox Town,1975.0,3.0,150.0,3
775,Kammasandra,674.0,2.0,33.0,2
776,Kaggadasapura,1185.0,2.0,41.0,2
777,Thanisandra,445.0,1.0,28.0,1
778,other,900.0,7.0,76.0,6
779,HSR Layout,1475.0,3.0,75.0,3
780,Gottigere,1618.0,3.0,82.5,3
781,Koramangala,1120.0,2.0,65.0,2
782,Marathahalli,2181.0,3.0,152.0,4
783,Vidyaranyapura,1200.0,4.0,90.0,4
784,other,600.0,4.0,65.0,6
785,Bannerghatta Road,1556.0,2.0,59.13,3
786,Bannerghatta Road,1179.0,2.0,66.02,2
787,Thanisandra,1296.0,2.0,83.0,2
788,Kaggadasapura,1275.0,2.0,52.0,2
789,other,1875.0,2.0,300.0,7
790,Kathriguppe,1400.0,2.0,77.0,3
791,Gottigere,1222.0,2.0,63.0,2
792,Electronic City,940.0,2.0,41.0,2
793,Thanisandra,1185.0,2.0,42.6,2
794,Tumkur Road,1779.0,3.0,112.0,3
795,Begur Road,1615.0,3.0,59.76,3
796,JP Nagar,4624.5,2.0,453.0,4
797,Haralur Road,1056.0,2.0,61.0,2
798,7th Phase JP Nagar,1100.0,2.0,46.0,2
799,Arekere,920.0,2.0,40.0,2
800,other,1602.0,2.0,75.0,3
801,Padmanabhanagar,1176.0,2.0,62.0,2
802,HBR Layout,675.0,3.0,59.0,4
803,other,1352.0,3.0,135.0,3
804,Kasavanhalli,1717.0,3.0,99.0,3
805,other,10961.0,4.0,80.0,4
806,Bhoganhalli,2119.0,4.0,111.0,4
807,Vittasandra,1246.0,2.0,67.3,2
808,Anandapura,1141.0,2.0,42.79,2
809,Hennur Road,1157.0,2.0,84.0,2
810,Chandapura,1025.0,2.0,27.68,2
811,Yelahanka New Town,650.0,1.0,33.0,1
812,Hebbal,1349.0,2.0,98.0,2
813,Narayanapura,1566.0,3.0,83.3,3
814,Sahakara Nagar,2830.0,3.0,195.0,4
815,Electronic City,1320.0,2.0,38.13,3
816,other,1780.0,3.0,84.83,3
817,Varthur,1091.0,2.0,34.9,2
818,Rachenahalli,3670.0,4.0,300.0,4
819,7th Phase JP Nagar,918.0,2.0,50.49,2
820,Yeshwanthpur,1950.0,4.0,130.0,4
821,Panathur,1695.0,3.0,90.0,3
822,Yelahanka,1705.0,3.0,95.0,3
823,Kalyan nagar,1375.0,3.0,75.0,3
824,Kanakpura Road,525.0,1.0,30.0,1
825,Whitefield,1447.0,2.0,83.0,2
826,Thanisandra,1114.0,2.0,39.0,2
827,7th Phase JP Nagar,1450.0,2.0,100.0,3
828,other,460.0,1.0,15.0,2
829,Vasanthapura,1022.0,2.0,40.0,2
830,Hebbal,1000.0,2.0,45.0,2
831,Electronic City,1128.0,2.0,68.75,2
832,Kanakpura Road,1180.0,2.0,57.0,2
833,TC Palaya,1000.0,6.0,69.0,6
834,Nagarbhavi,1200.0,2.0,150.0,2
835,Sadashiva Nagar,3761.0,3.0,660.0,3
836,Kanakpura Road,1339.0,2.0,75.0,2
837,Yelachenahalli,1400.0,2.0,55.0,3
838,7th Phase JP Nagar,1040.0,2.0,39.52,2
839,Kadugodi,1198.0,2.0,58.0,2
840,other,1200.0,3.0,95.0,4
841,Sarjapur  Road,1691.0,3.0,113.0,3
842,Bisuvanahalli,1075.0,3.0,36.0,3
843,1st Block Jayanagar,1630.0,3.0,194.0,3
844,8th Phase JP Nagar,1240.0,3.0,43.5,3
845,Bannerghatta Road,1122.5,2.0,58.935,2
846,Mallasandra,1665.0,3.0,86.58,3
847,Marathahalli,2489.0,3.0,94.0,3
848,Brookefield,1142.0,2.0,70.0,2
849,other,1976.0,3.0,184.0,3
850,other,5500.0,4.0,600.0,4
851,Kothannur,1853.0,3.0,82.0,3
852,Vijayanagar,600.0,4.0,72.0,8
853,Kasturi Nagar,1567.0,2.0,92.0,2
854,Talaghattapura,1090.0,2.0,27.24,2
855,Raja Rajeshwari Nagar,1200.0,4.0,125.0,6
856,other,2400.0,4.0,640.0,4
857,Electronics City Phase 1,1175.0,2.0,51.47,2
858,Subramanyapura,1200.0,2.0,52.0,2
859,Kodichikkanahalli,995.0,2.0,41.0,2
860,Magadi Road,884.0,2.0,41.1,2
861,other,900.0,3.0,80.0,5
862,Yeshwanthpur,1170.0,2.0,57.0,2
863,KR Puram,1225.0,2.0,46.55,2
864,Electronic City,1342.0,2.0,73.3,2
865,Uttarahalli,1345.0,2.0,67.0,2
866,Kodigehaali,1320.0,3.0,65.0,3
867,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
868,Battarahalli,1300.0,2.0,50.0,2
869,Hosa Road,1652.0,3.0,85.0,3
870,Thigalarapalya,2072.0,4.0,142.0,3
871,Arekere,1740.0,2.0,95.0,3
872,Electronic City,1360.0,2.0,71.0,3
873,Hosur Road,1145.0,2.0,60.0,3
874,Uttarahalli,1540.0,2.0,40.0,3
875,Sarjapur  Road,1278.0,2.0,95.0,2
876,Electronic City Phase II,630.0,1.0,40.0,1
877,Kanakpura Road,1100.0,3.0,58.0,3
878,other,1200.0,3.0,95.0,3
879,other,2500.0,6.0,115.0,7
880,Chandapura,582.5,1.0,15.135,1
881,Chandapura,1015.0,2.0,25.88,2
882,Hosur Road,3300.0,5.0,240.0,5
883,Basaveshwara Nagar,4500.0,5.0,415.0,5
884,Gunjur,1356.0,2.0,66.0,3
885,other,823.0,2.0,28.0,2
886,TC Palaya,1200.0,2.0,66.0,3
887,Ramamurthy Nagar,1050.0,2.0,37.0,2
888,other,1180.0,2.0,69.0,2
889,Whitefield,1116.0,2.0,51.91,2
890,7th Phase JP Nagar,1070.0,2.0,42.79,2
891,Varthur,1385.0,2.0,80.0,2
892,Varthur,1000.0,1.0,70.0,1
893,Whitefield,1897.0,3.0,130.0,3
894,Magadi Road,1005.0,2.0,55.78,2
895,Green Glen Layout,1575.0,3.0,125.0,3
896,Subramanyapura,975.0,2.0,65.0,2
897,Hennur Road,1904.0,3.0,120.0,3
898,Kengeri Satellite Town,930.0,1.0,30.0,1
899,Kanakpura Road,525.0,1.0,26.0,1
900,other,686.0,1.0,17.0,1
901,Electronic City Phase II,2400.0,3.0,150.0,2
902,other,1410.0,1.0,233.0,2
903,Sarjapur  Road,2238.0,3.0,140.0,3
904,Harlur,1174.0,2.0,69.0,2
905,Thubarahalli,3800.0,4.0,239.0,4
906,Whitefield,2225.0,2.0,125.0,3
907,other,1250.0,2.0,200.0,2
908,Jigani,918.0,2.0,52.0,2
909,Mahadevpura,1250.0,2.0,52.0,2
910,Sarjapur  Road,1800.0,3.0,110.0,3
911,Marathahalli,1170.0,2.0,53.0,2
912,other,1300.0,1.0,200.0,1
913,Bannerghatta Road,793.0,2.0,45.0,2
914,Jakkur,1710.0,3.0,107.0,3
915,Kambipura,1082.0,2.0,57.5,3
916,Naganathapura,1001.0,2.0,33.03,2
917,other,1500.0,4.0,180.0,4
918,Yelahanka,1590.0,2.0,54.0,3
919,other,2400.0,2.0,80.0,3
920,Horamavu Banaswadi,1554.0,3.0,55.0,3
921,Thanisandra,1142.5,2.0,43.415,2
922,Bellandur,4239.0,5.0,423.0,5
923,Konanakunte,884.0,1.0,58.0,2
924,Hosa Road,1045.0,2.0,98.89,2
925,Marathahalli,1019.0,2.0,49.86,2
926,Ambedkar Nagar,1935.0,4.0,130.0,3
927,Uttarahalli,1135.0,2.0,39.73,3
928,Lakshminarayana Pura,1680.0,3.0,150.0,3
929,Hebbal,2470.0,5.0,247.0,4
930,1st Phase JP Nagar,2825.0,4.0,250.0,4
931,Hosakerehalli,2480.0,3.0,330.0,3
932,Ramamurthy Nagar,1800.0,4.0,187.0,5
933,Kasavanhalli,1799.0,3.0,90.0,3
934,Whitefield,4348.5,2.0,304.0,4
935,Attibele,400.0,1.0,11.0,1
936,Kundalahalli,1047.0,2.0,82.0,2
937,other,1282.0,2.0,87.0,2
938,NGR Layout,1020.0,2.0,45.9,2
939,Kammanahalli,1080.0,3.0,155.0,4
940,Whitefield,1495.0,2.0,79.5,2
941,Kasavanhalli,3260.0,4.0,240.0,4
942,other,1611.0,2.0,64.44,3
943,Koramangala,3500.0,5.0,425.0,4
944,other,1500.0,2.0,95.0,3
945,Sahakara Nagar,1500.0,2.0,95.0,3
946,Yelahanka,3206.0,5.0,270.0,4
947,Uttarahalli,1540.0,3.0,50.0,3
948,Hosa Road,1639.0,3.0,80.0,3
949,Marathahalli,700.0,4.0,72.0,4
950,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
951,Koramangala,1005.0,1.0,110.0,2
952,Kammasandra,657.5,1.0,18.41,1
953,Chandapura,1305.0,3.0,33.28,3
954,Kothannur,600.0,4.0,95.0,3
955,other,1300.0,1.0,115.0,2
956,Brookefield,1440.0,2.0,68.0,3
957,Seegehalli,901.0,2.0,35.14,2
958,Rajaji Nagar,1725.0,3.0,200.0,3
959,Sarjapur,900.0,2.0,42.0,3
960,BEML Layout,1060.0,2.0,55.0,2
961,NGR Layout,1020.0,2.0,48.45,2
962,Varthur,1535.0,3.0,65.99,3
963,other,530.0,1.0,20.0,1
964,Haralur Road,1464.0,3.0,56.0,3
965,other,1350.0,2.0,80.0,2
966,Sarjapur  Road,1115.0,2.0,50.0,2
967,Uttarahalli,1175.0,2.0,47.0,2
968,Whitefield,1113.0,2.0,62.0,2
969,Uttarahalli,1200.0,4.0,225.0,6
970,Ramamurthy Nagar,1640.0,4.0,240.0,5
971,Giri Nagar,650.0,2.0,42.0,2
972,Marathahalli,1325.0,2.0,71.55,2
973,Electronics City Phase 1,950.0,2.0,31.0,2
974,Jakkur,1396.0,2.0,86.51,3
975,Rachenahalli,1050.0,2.0,52.07,2
976,Thanisandra,1825.0,3.0,100.0,3
977,7th Phase JP Nagar,1190.0,2.0,49.98,2
978,Marathahalli,1220.0,2.0,56.5,2
979,NRI Layout,1565.0,2.0,75.0,3
980,Hennur Road,1891.0,3.0,109.0,3
981,other,900.0,2.0,27.0,2
982,Hosa Road,1161.0,2.0,55.15,2
983,Sarjapur,649.5,1.0,17.535,1
984,other,2400.0,6.0,125.0,8
985,Rajaji Nagar,315.0,4.0,90.0,4
986,Yeshwanthpur,665.0,1.0,36.85,1
987,Mysore Road,1175.0,2.0,73.5,2
988,Hoodi,1425.0,2.0,80.0,2
989,Chikkabanavar,1200.0,1.0,20.0,1
990,ITPL,1200.0,3.0,56.12,3
991,Somasundara Palya,1255.0,2.0,67.0,2
992,Hegde Nagar,2112.95,4.0,145.0,3
993,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
994,Haralur Road,1810.0,3.0,100.0,3
995,Indira Nagar,1200.0,2.0,93.0,2
996,Harlur,1033.0,2.0,49.0,2
997,ITPL,1548.0,3.0,89.5,3
998,Horamavu Banaswadi,1611.0,3.0,66.0,3
999,Electronic City Phase II,1400.0,2.0,40.43,3
1000,Vidyaranyapura,1485.0,2.0,67.0,3
1001,Margondanahalli,2400.0,2.0,82.0,2
1002,Pattandur Agrahara,1025.0,2.0,44.5,2
1003,other,600.0,3.0,65.0,4
1004,other,1225.0,2.0,53.0,2
1005,5th Phase JP Nagar,1256.0,2.0,62.8,2
1006,Whitefield,2268.0,3.0,163.0,4
1007,Kanakpura Road,1100.0,3.0,53.0,3
1008,other,1141.0,2.0,62.0,2
1009,Attibele,400.0,1.0,12.0,1
1010,Chandapura,1400.0,2.0,60.0,2
1011,other,4100.0,7.0,140.0,7
1012,other,1175.0,2.0,48.27,2
1013,Sahakara Nagar,1100.0,2.0,56.0,2
1014,Kanakpura Road,1843.0,3.0,95.84,3
1015,1st Phase JP Nagar,1200.0,7.0,240.0,8
1016,Horamavu Banaswadi,1460.0,2.0,80.5,2
1017,Rachenahalli,1530.0,2.0,74.5,3
1018,HSR Layout,1467.0,2.0,55.0,2
1019,other,950.0,1.0,40.0,1
1020,Vittasandra,1246.0,2.0,64.5,2
1021,Kanakapura,711.0,1.0,38.0,1
1022,Haralur Road,1194.0,2.0,46.0,2
1023,Babusapalaya,1358.0,2.0,43.4,3
1024,Nagasandra,1500.0,5.0,130.0,6
1025,Hoodi,1420.0,2.0,75.0,2
1026,Kathriguppe,1250.0,2.0,68.75,3
1027,Akshaya Nagar,1280.0,2.0,58.0,2
1028,Nagappa Reddy Layout,1209.0,2.0,50.0,2
1029,other,4200.0,5.0,225.0,5
1030,BTM 1st Stage,1215.0,4.0,205.0,4
1031,Panathur,1315.0,2.0,54.8,3
1032,other,1800.0,3.0,90.0,3
1033,other,1600.0,4.0,125.0,5
1034,TC Palaya,1600.0,2.0,65.0,3
1035,other,3968.0,5.0,900.0,6
1036,other,1563.0,3.0,52.0,3
1037,Whitefield,1560.0,2.0,72.0,3
1038,Brookefield,2169.0,4.0,115.0,3
1039,Rachenahalli,1050.0,2.0,55.5,2
1040,Iblur Village,3235.0,3.0,235.0,3
1041,TC Palaya,1200.0,3.0,66.0,3
1042,HSR Layout,1140.0,2.0,46.0,2
1043,7th Phase JP Nagar,1500.0,3.0,170.0,3
1044,Horamavu Agara,1560.0,3.0,75.0,3
1045,JP Nagar,1100.0,2.0,70.0,2
1046,Kasavanhalli,1260.0,2.0,40.32,3
1047,Hebbal,1036.0,2.0,50.0,2
1048,Akshaya Nagar,1662.0,3.0,85.1,3
1049,Yelachenahalli,1464.0,2.0,105.0,3
1050,Yelahanka,1234.0,2.0,80.0,2
1051,Sarjapur  Road,1403.0,3.0,55.0,3
1052,other,915.0,4.0,54.9,4
1053,2nd Stage Nagarbhavi,3000.0,8.0,451.0,6
1054,Seegehalli,1150.0,2.0,42.9,3
1055,Hebbal,3900.0,4.0,410.0,4
1056,Yeshwanthpur,850.0,4.0,90.0,5
1057,Kanakapura,929.0,2.0,46.0,2
1058,2nd Stage Nagarbhavi,2400.0,8.0,450.0,6
1059,TC Palaya,1350.0,2.0,75.0,3
1060,Vasanthapura,1135.0,2.0,39.73,2
1061,other,1405.0,2.0,70.0,2
1062,Whitefield,1200.0,2.0,45.84,2
1063,Haralur Road,2805.0,4.0,154.0,4
1064,Yeshwanthpur,1161.0,2.0,64.08,2
1065,Kanakpura Road,1290.0,2.0,74.0,2
1066,Yeshwanthpur,2557.0,3.0,141.0,3
1067,other,1480.0,3.0,90.0,3
1068,Old Madras Road,1350.0,3.0,54.54,3
1069,Kadugodi,1580.0,2.0,65.0,3
1070,Banashankari,1470.0,2.0,88.64,3
1071,Ananth Nagar,500.0,1.0,14.0,1
1072,Sarjapur  Road,1346.0,2.0,61.92,2
1073,other,1600.0,3.0,90.0,3
1074,Naganathapura,720.0,2.0,120.0,2
1075,other,1200.0,4.0,135.0,4
1076,Basapura,1200.0,2.0,35.0,2
1077,Channasandra,1340.0,2.0,48.33,3
1078,Devanahalli,6136.0,4.0,560.0,4
1079,Jigani,918.0,2.0,48.0,2
1080,other,1500.0,3.0,115.0,3
1081,Yelahanka,1315.0,2.0,85.0,2
1082,Sector 1 HSR Layout,2400.0,5.0,775.0,4
1083,Uttarahalli,1390.0,2.0,62.55,3
1084,Uttarahalli,1330.0,2.0,56.0,3
1085,Jalahalli,3100.0,4.0,265.0,5
1086,other,1824.0,3.0,125.0,3
1087,7th Phase JP Nagar,1420.0,2.0,96.0,3
1088,other,750.0,1.0,56.25,1
1089,Jalahalli East,1260.0,2.0,60.0,3
1090,Hennur Road,1561.0,3.0,95.0,3
1091,5th Phase JP Nagar,812.0,6.0,165.0,9
1092,other,1060.0,2.0,42.0,2
1093,Hoodi,1120.0,8.0,145.0,8
1094,Haralur Road,1225.0,2.0,67.38,2
1095,Thanisandra,2144.0,3.0,135.0,3
1096,Kengeri,1200.0,6.0,140.0,7
1097,Electronic City,880.0,2.0,29.0,2
1098,Hoodi,1639.0,3.0,110.0,3
1099,Thanisandra,1240.0,2.0,62.0,3
1100,Kanakpura Road,1500.0,2.0,69.0,2
1101,Haralur Road,1243.0,2.0,46.0,2
1102,Marathahalli,1575.0,3.0,78.0,3
1103,Haralur Road,1027.0,2.0,44.0,2
1104,Kambipura,1082.0,2.0,56.0,3
1105,Konanakunte,1637.0,3.0,73.0,3
1106,Kanakpura Road,1665.0,3.0,86.58,3
1107,Electronic City,1265.0,2.0,56.93,2
1108,Electronic City,1691.0,2.0,102.0,3
1109,Thanisandra,1100.0,2.0,38.0,2
1110,other,1500.0,3.0,62.0,3
1111,Hosakerehalli,3205.0,5.0,380.0,4
1112,Kammanahalli,1666.0,4.0,150.0,5
1113,Choodasandra,1115.0,2.0,50.0,2
1114,Mysore Road,1070.0,2.0,45.0,2
1115,Indira Nagar,1128.0,2.0,105.0,2
1116,Budigere,1162.0,2.0,57.0,2
1117,other,1339.0,2.0,55.0,2
1118,Mahadevpura,1192.0,2.0,75.0,2
1119,Haralur Road,1920.0,3.0,115.0,3
1120,Hennur,1255.0,2.0,52.32,2
1121,Rajaji Nagar,1357.0,2.0,115.0,2
1122,other,1600.0,3.0,75.0,3
1123,other,1225.0,2.0,55.11,2
1124,Whitefield,2400.0,4.0,200.0,4
1125,Kasturi Nagar,1570.0,3.0,80.0,3
1126,Thanisandra,1093.0,2.0,70.0,2
1127,Basaveshwara Nagar,1865.0,3.0,145.0,3
1128,R.T. Nagar,1200.0,7.0,165.0,6
1129,Kaikondrahalli,1039.0,2.0,80.0,2
1130,Vittasandra,1246.0,2.0,64.5,2
1131,Whitefield,1985.0,3.0,75.0,3
1132,Hosakerehalli,1590.0,3.0,49.0,3
1133,other,4000.0,4.0,675.0,4
1134,Electronic City Phase II,775.0,2.0,38.0,2
1135,other,1000.0,2.0,50.0,2
1136,Hebbal Kempapura,1800.0,3.0,175.0,3
1137,Bommasandra,1035.0,2.0,41.0,2
1138,Dasarahalli,1520.0,2.0,75.0,3
1139,Whitefield,1360.0,2.0,95.0,2
1140,other,6000.0,5.0,400.0,4
1141,Kodigehaali,1117.0,2.0,56.0,2
1142,KR Puram,1200.0,4.0,120.0,4
1143,EPIP Zone,1330.0,2.0,92.5,2
1144,Marathahalli,1937.0,3.0,160.0,3
1145,Electronic City,1128.0,2.0,65.49,2
1146,Neeladri Nagar,1053.0,2.0,45.0,2
1147,Panathur,1198.0,2.0,77.0,2
1148,Marathahalli,1152.0,2.0,56.0,2
1149,1st Block Jayanagar,1200.0,6.0,125.0,6
1150,Frazer Town,1625.0,2.0,75.0,2
1151,Kundalahalli,1397.0,3.0,105.0,3
1152,Yeshwanthpur,1523.0,3.0,170.0,3
1153,Kambipura,883.0,2.0,45.0,2
1154,Kaggalipura,700.0,1.0,38.0,1
1155,Yelahanka,1170.0,2.0,62.5,2
1156,Kanakpura Road,1200.0,2.0,42.0,3
1157,other,2400.0,3.0,170.0,3
1158,other,1480.0,2.0,65.0,2
1159,Akshaya Nagar,1897.0,3.0,120.0,3
1160,Rachenahalli,996.0,2.0,67.0,2
1161,Haralur Road,1875.0,3.0,110.0,3
1162,other,1500.0,2.0,98.0,3
1163,other,3095.0,3.0,350.0,3
1164,Ambalipura,1390.0,2.0,175.0,3
1165,Yelahanka,1450.0,3.0,65.255,3
1166,Yelahanka,697.0,1.0,45.0,1
1167,Sarjapur  Road,710.0,1.0,27.0,1
1168,other,910.0,2.0,30.5,2
1169,Sompura,1025.0,2.0,48.0,3
1170,Magadi Road,1000.0,2.0,46.5,2
1171,Harlur,1200.0,4.0,244.0,4
1172,Horamavu Agara,1453.0,2.0,46.48,3
1173,Sarjapur  Road,3335.0,5.0,300.0,4
1174,Thanisandra,971.5,2.0,36.435,2
1175,Bellandur,1281.0,2.0,74.0,2
